小土豆,#genre#
CCTV5+,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv5p
CCTV6,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv6
CCTV7,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv7
CCTV8,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv8
CCTV9,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv9
CCTV10,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv10
CCTV11,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv11
CCTV12,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv12
CCTV13,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv13
CCTV14,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv14
CCTV16,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv16
CCTV17,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv17
江西卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jxws
吉林卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jlws
内蒙古卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=nmws
辽宁卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=lnws
宁夏卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=nxws
青海卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=qhws
山东卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=sdws
海南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hinws
新疆卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=xjws
云南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=ynws
西藏卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=xzws
海峡卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hxws
广东卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=gdws
广西卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=gxws
甘肃卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=gsws
贵州卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=gzws
河南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hnws
江苏卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jsws
重庆卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cqws
东南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=dnws
湖南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hunws
东方卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=dfws
CHC动作电影,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=chcdzdy
CHC家庭影院,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=chcjtdy
东方影视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=dfys
第一财经,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=dycj
上海外语,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=shics
劲爆体育,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jbty
魅力足球,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=mlzq
优漫卡通,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=ymkt
七彩戏剧,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=qcxj
游戏风云,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=yxfy



CCTV1,http://148.135.93.213:81/live.php?id=CCTV1
CCTV2,http://148.135.93.213:81/live.php?id=CCTV2
CCTV3,http://148.135.93.213:81/live.php?id=CCTV3
CCTV4,http://148.135.93.213:81/live.php?id=CCTV4
CCTV5,http://148.135.93.213:81/live.php?id=CCTV5
CCTV5+,http://148.135.93.213:81/live.php?id=CCTV5p
CCTV6,http://148.135.93.213:81/live.php?id=CCTV6
CCTV7,http://148.135.93.213:81/live.php?id=CCTV7
CCTV8,http://148.135.93.213:81/live.php?id=CCTV8
CCTV9,http://148.135.93.213:81/live.php?id=CCTV9
CCTV10,http://148.135.93.213:81/live.php?id=CCTV10
CCTV11,http://148.135.93.213:81/live.php?id=CCTV11
CCTV12,http://148.135.93.213:81/live.php?id=CCTV12
CCTV13,http://148.135.93.213:81/live.php?id=CCTV13
CCTV14,http://148.135.93.213:81/live.php?id=CCTV14
CCTV15,http://148.135.93.213:81/live.php?id=CCTV15
CCTV16,http://148.135.93.213:81/live.php?id=CCTV16
CCTV17,http://148.135.93.213:81/live.php?id=CCTV17
凤凰资讯,http://148.135.93.213:81/phenix.php?id=fhzx
凤凰中文,http://148.135.93.213:81/phenix.php?id=fhzw
凤凰香港,http://148.135.93.213:81/phenix.php?id=fhhk
北京卫视,http://148.135.93.213:81/live.php?id=北京卫视
湖南卫视,http://148.135.93.213:81/live.php?id=湖南卫视
浙江卫视,http://148.135.93.213:81/live.php?id=浙江卫视
江苏卫视,http://148.135.93.213:81/live.php?id=江苏卫视
陕西卫视,http://148.135.93.213:81/live.php?id=陕西卫视
湖北卫视,http://148.135.93.213:81/live.php?id=湖北卫视
内蒙古卫视,http://148.135.93.213:81/live.php?id=内蒙古卫视
江西卫视,http://148.135.93.213:81/live.php?id=江西卫视
广东卫视,http://148.135.93.213:81/live.php?id=广东卫视
东方卫视,http://148.135.93.213:81/live.php?id=东方卫视
东南卫视,http://148.135.93.213:81/live.php?id=东南卫视
吉林卫视,http://148.135.93.213:81/live.php?id=吉林卫视
四川卫视,http://148.135.93.213:81/live.php?id=四川卫视
天津卫视,http://148.135.93.213:81/live.php?id=天津卫视
安徽卫视,http://148.135.93.213:81/live.php?id=安徽卫视
山东卫视,http://148.135.93.213:81/live.php?id=山东卫视
山西卫视,http://148.135.93.213:81/live.php?id=山西卫视
广西卫视,http://148.135.93.213:81/live.php?id=广西卫视
河北卫视,http://148.135.93.213:81/live.php?id=河北卫视
河南卫视,http://148.135.93.213:81/live.php?id=河南卫视
深圳卫视,http://148.135.93.213:81/live.php?id=深圳卫视
甘肃卫视,http://148.135.93.213:81/live.php?id=甘肃卫视
贵州卫视,http://148.135.93.213:81/live.php?id=贵州卫视
辽宁卫视,http://148.135.93.213:81/live.php?id=辽宁卫视
重庆卫视,http://148.135.93.213:81/live.php?id=重庆卫视
黑龙江卫视,http://148.135.93.213:81/live.php?id=黑龙江卫视
海南卫视,http://148.135.93.213:81/live.php?id=海南卫视
大湾区卫视,http://148.135.93.213:81/live.php?id=大湾区卫视
西藏卫视,http://148.135.93.213:81/live.php?id=西藏卫视
重温经典,http://148.135.93.213:81/live.php?id=重温经典
CHC家庭影院,http://148.135.93.213:81/live.php?id=CHC家庭影院
CHC动作电影,http://148.135.93.213:81/live.php?id=CHC动作电影

CCTV1,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv1
CCTV2,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv2
CCTV3,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv3
CCTV4,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv4
CCTV4,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv4a
CCTV4o,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv4o
CCTV5,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv5
CCTV5+,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv5p
CCTV6,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv6
CCTV7,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv7
CCTV8,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv8
CCTV9,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv9
CCTV10,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv10
CCTV11,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv11
CCTV12,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv12
CCTV13,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv13
CCTV14,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv14
CCTV16,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv16
CCTV15,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv15
CCTV17,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv17
吉林卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=jlws
CCTV发现之旅,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=fxzl
江苏卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=jsws
大湾区卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=dwqws
河南卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=hnws
海南卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=hinws
青海卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=qhws
东方影视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=dfys
第一财经,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=dycj
劲爆体育,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=jbty
优漫卡通,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=ymkt
嘉佳卡通,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=jjkt
七彩戏剧,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=qcxj
游戏风云,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=yxfy

青海卫视,http://182.92.109.190:1668/72/72.php?id=qhws
陕西卫视,http://182.92.109.190:1668/72/72.php?id=sxws
湖北卫视,http://182.92.109.190:1668/72/72.php?id=hubws
海南卫视,http://182.92.109.190:1668/72/72.php?id=hinws
河南卫视,http://182.92.109.190:1668/72/72.php?id=hnws
大湾区卫视,http://182.92.109.190:1668/72/72.php?id=dwqws
江苏卫视,http://182.92.109.190:1668/72/72.php?id=jsws
CCTV发现之旅,http://182.92.109.190:1668/72/72.php?id=fxzl
CCTV1,http://182.92.109.190:1668/72/72.php?id=cctv1
CCTV2,http://182.92.109.190:1668/72/72.php?id=cctv2
CCTV3,http://182.92.109.190:1668/72/72.php?id=cctv3
CCTV4,http://182.92.109.190:1668/72/72.php?id=cctv4
CCTV4o,http://182.92.109.190:1668/72/72.php?id=cctv4o
CCTV5,http://182.92.109.190:1668/72/72.php?id=cctv5
CCTV5+,http://182.92.109.190:1668/72/72.php?id=cctv5p
CCTV6,http://182.92.109.190:1668/72/72.php?id=cctv6
CCTV7,http://182.92.109.190:1668/72/72.php?id=cctv7
CCTV8,http://182.92.109.190:1668/72/72.php?id=cctv8
CCTV9,http://182.92.109.190:1668/72/72.php?id=cctv9
CCTV10,http://182.92.109.190:1668/72/72.php?id=cctv10
CCTV11,http://182.92.109.190:1668/72/72.php?id=cctv11
CCTV12,http://182.92.109.190:1668/72/72.php?id=cctv12
CCTV13,http://182.92.109.190:1668/72/72.php?id=cctv13
CCTV14,http://182.92.109.190:1668/72/72.php?id=cctv14
CCTV16,http://182.92.109.190:1668/72/72.php?id=cctv16
CCTV17,http://182.92.109.190:1668/72/72.php?id=cctv17




CCTV12,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-12hd/2500.m3u8?innersid=8190402369178717730
CCTV9,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-9hd/2500.m3u8?innersid=17686352686599982856&amp
CCTV7,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-7hd/2500.m3u8?innersid=12706415551557919057&amp
CCTV2,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-2hd/2500.m3u8?innersid=18203640774999492907&amp
CCTV10,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-10hd/2500.m3u8?innersid=9053765528789506188
CCTV14,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-14hd/2500.m3u8?innersid=10749977474028640862
CCTV17,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-17hd/2500.m3u8?innersid=2038717225283627700
北京卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/bjws-hd/1.m3u8?innersid=18360129623627541611
东南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/fjws-hd/2500.m3u8?innersid=10943554111088989087
辽宁卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/lnws-hd/2500.m3u8?innersid=6324592032119595697
湖南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/hnws-hd/2500.m3u8?innersid=11355377224826061225
山东卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/sdws-hd/2500.m3u8?innersid=3721212644869031100
江苏卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/jsws-hd/2500.m3u8?innersid=14912719076157451667
东方卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/shdfws-hd/2500.m3u8?innersid=6998114529464369318
吉林卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/jxws-hd/2500.m3u8?innersid=14570431181364255736
四川卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/scws-hd/2500.m3u8?innersid=17534924581903335933
黑龙江卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/hljws-hd/2500.m3u8?innersid=3559146512286674480
深圳卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/szws-hd/2500.m3u8?innersid=15000776628606995758

CCTV1,http://106.53.99.30/dl/bjyd.php?id=1
CCTV2,http://106.53.99.30/dl/bjyd.php?id=2
CCTV4,http://106.53.99.30/dl/bjyd.php?id=3
CCTV7,http://106.53.99.30/dl/bjyd.php?id=4
CCTV9,http://106.53.99.30/dl/bjyd.php?id=5
CCTV10,http://106.53.99.30/dl/bjyd.php?id=6
CCTV11,http://106.53.99.30/dl/bjyd.php?id=7
CCTV12,http://106.53.99.30/dl/bjyd.php?id=8
CCTV13,http://106.53.99.30/dl/bjyd.php?id=9
CCTV14,http://106.53.99.30/dl/bjyd.php?id=10
CCTV15,http://106.53.99.30/dl/bjyd.php?id=11
CCTV17,http://106.53.99.30/dl/bjyd.php?id=12
凤凰香港,http://106.53.99.30/dl/fengshows.php?id=3
凤凰中文,http://106.53.99.30/dl/fengshows.php?id=1
延边卫视,http://106.53.99.30/dl/netsite.php?id=1602
三沙卫视,http://106.53.99.30/dl/netsite.php?id=3012
兵团卫视,http://106.53.99.30/dl/netsite.php?id=4013
海峡卫视,http://106.53.99.30/dl/netsite.php?id=2210
西藏卫视,http://106.53.99.30/dl/netsite.php?id=3501
云南卫视,http://106.53.99.30/dl/netsite.php?id=3401
新疆卫视,http://106.53.99.30/dl/netsite.php?id=4001
海南卫视,http://106.53.99.30/dl/netsite.php?id=3001
天津卫视,http://106.53.99.30/dl/netsite.php?id=1101
山东卫视,http://106.53.99.30/dl/netsite.php?id=2401
青海卫视,http://106.53.99.30/dl/netsite.php?id=3801
宁夏卫视,http://106.53.99.30/dl/netsite.php?id=3901
辽宁卫视,http://106.53.99.30/dl/netsite.php?id=1501
内蒙古卫视,http://106.53.99.30/dl/netsite.php?id=1401
吉林卫视,http://106.53.99.30/dl/netsite.php?id=1601
江西卫视,http://106.53.99.30/dl/netsite.php?id=2301
湖北卫视,http://106.53.99.30/dl/netsite.php?id=2601
黑龙江卫视,http://106.53.99.30/dl/netsite.php?id=1701
河南卫视,http://106.53.99.30/dl/netsite.php?id=2501
河北卫视,http://106.53.99.30/dl/netsite.php?id=1201
贵州卫视,http://106.53.99.30/dl/netsite.php?id=3301
甘肃卫视,http://106.53.99.30/dl/netsite.php?id=3701
厦门卫视,http://106.53.99.30/dl/netsite.php?id=2211
厦门卫视,http://106.53.99.30/dl/xmtv.php?id=xmws
广西卫视,http://106.53.99.30/dl/netsite.php?id=2901
广东卫视,http://106.53.99.30/dl/netsite.php?id=2801
深圳卫视,http://106.53.99.30/dl/netsite.php?id=2814
东南卫视,http://106.53.99.30/dl/netsite.php?id=2201
四川卫视,http://106.53.99.30/dl/netsite.php?id=3201
重庆卫视,http://106.53.99.30/dl/netsite.php?id=3101
安徽卫视,http://106.53.99.30/dl/netsite.php?id=2101
江苏卫视,http://106.53.99.30/dl/jstv.php?id=jsws
北京卫视,http://106.53.99.30/dl/netsite.php?id=1001
东方卫视,http://106.53.99.30/dl/netsite.php?id=1801
浙江卫视,http://106.53.99.30/dl/netsite.php?id=2001
湖南卫视,http://106.53.99.30/dl/netsite.php?id=2701

CCTV1,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv1
CCTV2,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv2
CCTV3,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv3
CCTV4,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv4
CCTV5,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv5
CCTV5+,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv5p
CCTV6,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv6
CCTV7,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv7
CCTV8,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv8
CCTV9,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv9
CCTV10,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv10
CCTV11,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv11
CCTV12,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv12
CCTV13,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv13
CCTV14,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv14
CCTV15,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv15
CCTV17,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv17
东方卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=dfws
广东卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=gdws
江苏卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=jsws
江西卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=jxws
河南卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=hnws
陕西卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=sxws
海南卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=hinws
大湾区卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=dwqws
湖北卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=hubws
青海卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=qhws
吉林卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=jlws
东南卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=dnws
海峡卫视,http://211.101.247.19:6699/api/migu.php?type=hls&url=hxws


CCTV4,https://www.freetv.top/migu/608807419.m3u8?migutoken=77b074e1b49cf260629d9642f9505e978eaabf572bfa1abe5f2e3ef60f5e4929c900274758111d707a7cca2a7368eb2b1af1415da7e0b2dbfcbdbeb4cb8566210f2994ffde97ad1e11a037a174
CCTV4,https://www.freetv.top/migu/608807416.m3u8?migutoken=94d24df192f212e52d7c222dfab7df5ce4aad53db2766a6c4275a4c1e796cf13fb231906f792af9bc717ce1ccafa62165ebdc66b02fb0882cd5beac443921d36883a491d2b549a5509d63534e1

北京卫视,http://39.134.136.161:6610/000000001000/1000000005000265027/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265027
北京卫视,http://39.134.136.161:6610/000000001000/5000000004000031556/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000031556
河南卫视,http://39.134.136.161:6610/000000001000/1000000002000027731/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000027731
河南卫视,http://39.134.136.161:6610/000000001000/5000000011000031119/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031119
云南卫视,http://39.134.136.161:6610/000000001000/5000000006000040019/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000006000040019
北京卫视,http://39.134.136.161:6610/000000001000/6000000001000020451/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000020451
湖南卫视,http://39.134.136.161:6610/000000001000/6837496099179515295/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6837496099179515295
北京卫视,http://39.134.136.161:6610/000000001000/6356396163691637298/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=6356396163691637298
